App_id,Name,Monthly_Flat_price,Monthly_per_user_price,Installs,Reviews,Avg Rating,Service Type,Security,Own By,Description,Product_urls
1222114,Flexible Calendar for Jira,0,0,61,10,4.0,"Jira Server,Jira Data Center",None,Reinwok,"JIRA calendar/timeline planner for project managers, event planners, HR managers, and whoever needs a more visual calendar planner",https://marketplace.atlassian.com/apps/1222114/flexible-calendar-for-jira?hosting=datacenter&tab=overview
1218179,Workboard, 10.00,USD 3.00 per user (average),76,7,3.5,"Jira Cloud,Jira Server,Jira Data Center",None,2000BC,Get freedom in defining HOW to do your work. Visualize Sprint Backlog and subtasks in a form of a Agile Whiteboard,https://marketplace.atlassian.com/apps/1218179/workboard?hosting=cloud&tab=overview
1216398,Chronos -Timetracking System for Jira, 10.00,USD 2.50 per user (average),115,6,2.5,"Jira Cloud,Jira Server",None,WebPal,"Seamless time tracking and reports, bundled with native desktop app. Cross-platform. Simple. Fully integrated",https://marketplace.atlassian.com/apps/1216398/chronos-timetracking-system-for-jira?hosting=cloud&tab=overview
1213874,Service Desk Reporter,0,0,73,4,4.0,Jira Server,None,OBSS,Detailed lists or grouped Success Ratio reports on Jira Service Desk SLA Metrics,https://marketplace.atlassian.com/apps/1213874/service-desk-reporter?hosting=server&tab=overview
1212789,Reopening Counter for Jira, 5.00,USD 0.50 per user (average),88,11,3.0,"Jira Cloud,Jira Server",None,Rozdoum,Reopening counter for Jira identifies problematic issues in projects. Highlights possible improvement points in a team,https://marketplace.atlassian.com/apps/1212789/reopening-counter-for-jira?hosting=cloud&tab=overview
1219894,eZee Worklog,0,0,724,14,3.5,"Jira Cloud,Jira Server",None,Eyzee,"Most complete worklog entry manager ! Use stopwatch / timer, enter time spent or time series and manage it all on 1 gadget",https://marketplace.atlassian.com/apps/1219894/ezee-worklog?hosting=cloud&tab=overview
1221714,ContractsPro - Service Contract Management, 5.00,USD 1.00 per user (average),57,11,3.5,Jira Cloud,None,MindPro,"Manage service contracts, cost tracking, billable & non-billable work, timesheets, and notifications in Jira using a single tool",https://marketplace.atlassian.com/apps/1221714/contractspro-service-contract-management?hosting=cloud&tab=overview
1219264,Sprint and Capacity Planning, 10.00,USD 1.75 per user (average),67,4,4.0,Jira Cloud,None,"DiViM, Inc.","Plan sprints viewing the team capacity and allocation, and past velocity in a single screen",https://marketplace.atlassian.com/apps/1219264/sprint-and-capacity-planning?hosting=cloud&tab=overview
1217781,Status History,0,0,99,0,0.0,Jira Server,None,Lime Trees,"Analyze the history of statuses and users changes in time, using interactive table and timeline, on demand, directly on your issue",https://marketplace.atlassian.com/apps/1217781/status-history?hosting=server&tab=overview
1217344,Hourglass Time Tracking for Jira, 4.00,USD 2.00 per user (average),78,3,3.5,Jira Cloud,None,LunarLincoln,Simple and seamless one-click time tracking + helpful dashboard gadget,https://marketplace.atlassian.com/apps/1217344/hourglass-time-tracking-for-jira?hosting=cloud&tab=overview
1218421,Epic Sum Summary - Epic Time Stats, 3.80,USD 0.35 per user (average),53,17,3.5,Jira Cloud,None,Heckr,"Sum up your Epic's Time Spent, Original Estimate, Time Remaining, and Percent Complete. Aggregates all related tasks and subtasks",https://marketplace.atlassian.com/apps/1218421/epic-sum-summary-epic-time-stats?hosting=cloud&tab=overview
1218840,Toggl Time Tracking for Jira, 5.00,USD 0.50 per user (average),79,8,3.0,Jira Cloud,None,42nd,Toggl powered time tracking right from issues in Jira,https://marketplace.atlassian.com/apps/1218840/toggl-time-tracking-for-jira?hosting=cloud&tab=overview
1216858,TROCK Timetracking Overview And Logging,0,0,599,10,4.0,Jira Server,None,Johannes  Heger,"Have an overview of all your logged time, and log work easily",https://marketplace.atlassian.com/apps/1216858/trock-timetracking-overview-and-logging?hosting=server&tab=overview
1214821,TMetric - Time Tracker for Jira,0,0,904,10,2.5,"Jira Cloud,Jira Server",None,Devart,Track time spent on Jira issues with one mouse click,https://marketplace.atlassian.com/apps/1214821/tmetric-time-tracker-for-jira?hosting=cloud&tab=overview
1217523,Everhour - Time Tracking and Timesheets for Jira,0,0,510,32,3.0,,None,Everhour (Weavora),"Beautiful time tracking integration with powerful budgeting, reporting & invoicing features inside",https://marketplace.atlassian.com/apps/1217523/everhour-time-tracking-and-timesheets-for-jira?hosting=cloud&tab=overview
1218025,Velocity & Capacity Forecast Calculator, 1.00,USD 0.25 per user (average),39,7,4.0,Jira Cloud,None,Heckr,"Get team or assignee velocity from any JQL query. Also, new velocity metric based on past estimation accuracy. Better capacity",https://marketplace.atlassian.com/apps/1218025/velocity-capacity-forecast-calculator?hosting=cloud&tab=overview
1218188,UnView for Jira Server and Data Center,0,0,57,6,3.0,"Jira Server,Jira Data Center",None,Accxia,Manage work log visibility for Privacy or Compliance purposes required by Works Councils/Betriebsrat - Driven by GDPR/DSGVO,https://marketplace.atlassian.com/apps/1218188/unview-for-jira-server-and-data-center?hosting=server&tab=overview
1219573,Quantify TimeSpent Pro, 5.00,USD 1.50 per user (average),45,4,4.0,"Jira Cloud,Jira Server,Jira Data Center",None,Quantify Technologies Inc.,"Meet the lean time tracking approach, a better alternative to manual work logging. Timesheets without gaps, work without reminders",https://marketplace.atlassian.com/apps/1219573/quantify-timespent-pro?hosting=cloud&tab=overview
1218792,Project Budget for Jira,0,0,51,3,3.5,"Jira Server,Jira Data Center",None,CURVC Corp.,Project budget management with issue worklogs,https://marketplace.atlassian.com/apps/1218792/project-budget-for-jira?hosting=datacenter&tab=overview
1219351,Range Estimate for Jira,0,0,56,0,0.0,Jira Server,None,Rozdoum,Add optimistic and pessimistic estimates for Jira issues,https://marketplace.atlassian.com/apps/1219351/range-estimate-for-jira?hosting=server&tab=overview
1222428,Timescale - Time Tracking & Reports, 5.00,USD 0.90 per user (average),42,4,4.0,Jira Cloud,None,CentralPoint,Improve your productivity with time tracking with Timescale –  time tracking and reporting solution for Jira cloud,https://marketplace.atlassian.com/apps/1222428/timescale-time-tracking-reports?hosting=cloud&tab=overview
1223655,Magic Estimations,0,0,529,8,3.5,Jira Cloud,None,Tech-5,Easy and intuitive Jira app for quick backlog estimation. A great alternative to planning poker game for any agile team,https://marketplace.atlassian.com/apps/1223655/magic-estimations?hosting=cloud&tab=overview
1221115,SLA Plugin for Jira, 5.00,USD 1.00 per user (average),36,8,4.0,Jira Cloud,None,Lemon dev,Manage your SLA for Jira-Issues,https://marketplace.atlassian.com/apps/1221115/sla-plugin-for-jira?hosting=cloud&tab=overview
1222203,Float - Resource Management,0,0,706,5,2.5,Jira Cloud,None,Float,Fast resource scheduling and capacity planning for your Jira projects,https://marketplace.atlassian.com/apps/1222203/float-resource-management?hosting=cloud&tab=overview
1221373,TimeWise-Timesheets with Plan and WorkLog for Jira,0,0,59,0,0.0,"Jira Server,Jira Data Center",None,DragonSoft,"An easy time planning, logging, tracking and analyzing app for Jira. It makes time management easier for your project and team",https://marketplace.atlassian.com/apps/1221373/timewise-timesheets-with-plan-and-worklog-for-jira?hosting=datacenter&tab=overview
1211584,Artezio Burndown Chart for Jira,0,0,513,7,3.0,Jira Server,None,Artezio,Create burndown/burnup charts in Jira with a simple yet powerful gadget,https://marketplace.atlassian.com/apps/1211584/artezio-burndown-chart-for-jira?hosting=server&tab=overview
1219223,Harvester Real-Time Tracking, 3.50,USD 0.35 per user (average),71,4,2.0,"Jira Cloud,Jira Server",None,Strategery Solutions BVBA,Track time in Harvest directly from Jira,https://marketplace.atlassian.com/apps/1219223/harvester-real-time-tracking?hosting=cloud&tab=overview
1220810,Crystal Gantt Pro - for JIRA, 5.00,USD 1.25 per user (average),56,0,0.0,Jira Cloud,None,RadiantQ,Gantt Visualization of your Tasks for better Task and Resource Management. Programs to combine Issues from multiple Projects,https://marketplace.atlassian.com/apps/1220810/crystal-gantt-pro-for-jira?hosting=cloud&tab=overview
1221873,Epic Timeline, 10.00,USD 1.00 per user (average),33,0,0.0,"Jira Cloud,Jira Server,Jira Data Center",None,Add-On Experts Center,Plan or track Epics in progress by visualizing them on a sprint calendar,https://marketplace.atlassian.com/apps/1221873/epic-timeline?hosting=cloud&tab=overview
1220185,Epic Time Tracking for Jira,0,0,34,3,4.0,"Jira Server,Jira Data Center",None,Yiraphic,Use epic estimates to get reliable time tracking across multiple issues,https://marketplace.atlassian.com/apps/1220185/epic-time-tracking-for-jira?hosting=datacenter&tab=overview
1218925,Toggl Synchronization for Jira,0,0,26,6,4.0,Jira Server,None,"MoroSystems, s.r.o.",Automatic synchronization of Toggl and Jira - check out our introductory pricing,https://marketplace.atlassian.com/apps/1218925/toggl-synchronization-for-jira?hosting=server&tab=overview
1217950,Project Status - Project Time Report, 1.00,USD 0.25 per user (average),23,8,4.0,Jira Cloud,None,Heckr,"High-level project reporting that displays totals for original estimate, time spent, & time remaining. Helps planning & management",https://marketplace.atlassian.com/apps/1217950/project-status-project-time-report?hosting=cloud&tab=overview
1211446,Artezio Kanban Board for Jira,0,0,312,13,3.0,Jira Server,None,Artezio,View and manage your project/subproject/filtered tasks as the Kanban Board,https://marketplace.atlassian.com/apps/1211446/artezio-kanban-board-for-jira?hosting=server&tab=overview
1217224,Countdown Gadget,0,0,342,5,3.5,"Jira Server,Jira Data Center",None,Akeles Consulting,Keep Calm. The countdown has begun,https://marketplace.atlassian.com/apps/1217224/countdown-gadget?hosting=datacenter&tab=overview
1217900,Status History PRO,0,0,39,3,3.5,Jira Server,None,Lime Trees,"Analyze the history of statuses and users changes in time, using reports and interactive table and timeline",https://marketplace.atlassian.com/apps/1217900/status-history-pro?hosting=server&tab=overview
1215612,Smart Multi Time Tracking for Jira,0,0,42,0,0.0,Jira Server,None,APTIS GmbH,"Record and track your work automatically, create all worklogs at the same time",https://marketplace.atlassian.com/apps/1215612/smart-multi-time-tracking-for-jira?hosting=server&tab=overview
1218473,PERT calculator, 2.00,USD 0.20 per user (average),30,3,4.0,Jira Cloud,None,Aneto Software,PMP® approved time tracking technique that is providing accuracy to your original estimates,https://marketplace.atlassian.com/apps/1218473/pert-calculator?hosting=cloud&tab=overview
1222012,Worklog express,0,0,27,3,4.0,Jira Server,None,END2END d.o.o.,Quickly create and categorize cross project worklogs with custom defined worklog types,https://marketplace.atlassian.com/apps/1222012/worklog-express?hosting=server&tab=overview
1224077,Aneto Earned Value Management EVM for Jira, 10.00,USD 3.00 per user (average),17,9,4.0,Jira Cloud,None,Aneto Software,Project management for professionals. Control your projects with EVM - Earned Value Management for project and retainer accounting,https://marketplace.atlassian.com/apps/1224077/aneto-earned-value-management-evm-for-jira?hosting=cloud&tab=overview
5071,WorkPlan Report,0,0,350,9,2.5,"Jira Server,Jira Data Center",None,"Prime Timesheet, s.r.o",Displays issues estimated work per user over time,https://marketplace.atlassian.com/apps/5071/workplan-report?hosting=datacenter&tab=overview
1219229,TimeCamp Time Tracking,0,0,217,14,3.5,Jira Cloud,None,TimeCamp Inc.,Use a 100% free Jira time tracking integration,https://marketplace.atlassian.com/apps/1219229/timecamp-time-tracking?hosting=cloud&tab=overview
1211179,RESTful Worklog Query,0,0,300,4,3.5,Jira Server,None,Everit Kft.,Retrieve time tracking data in JSON format via an authenticated RESTful service,https://marketplace.atlassian.com/apps/1211179/restful-worklog-query?hosting=server&tab=overview
1214431,Worklytics Data Connector,0,0,242,3,4.0,,None,"Worklytics, Co",Real-time Analytics on Work and Collaboration Across all your Tools,https://marketplace.atlassian.com/apps/1214431/worklytics-data-connector?hosting=cloud&tab=overview
1222580,e Matrix, 0.70,USD 0.35 per user (average),43,0,0.0,"Jira Cloud,Jira Server,Jira Data Center",None,Doitbetter,"Time management, project planning, priority management, personal effectiveness",https://marketplace.atlassian.com/apps/1222580/e-matrix?hosting=cloud&tab=overview
1214375,Time Tracking Stats for Jira,0,0,25,6,3.5,Jira Server,None,excentia,The fastest and easiest way to get time tracking stats for project and team management,https://marketplace.atlassian.com/apps/1214375/time-tracking-stats-for-jira?hosting=server&tab=overview
1219071,Release Manager - Deployment Planning, 1.00,USD 0.25 per user (average),20,7,3.5,Jira Cloud,None,Heckr,"Forecast, plan, and monitor your releases, deployments, & projects with Release Manager and our Calculated Release Date gadget",https://marketplace.atlassian.com/apps/1219071/release-manager-deployment-planning?hosting=cloud&tab=overview
1212244,Usage Statistics for Jira,0,0,251,3,3.5,Jira Cloud,None,Communardo Labs,See your popular issues at a glance,https://marketplace.atlassian.com/apps/1212244/usage-statistics-for-jira?hosting=cloud&tab=overview
1222369,Timely,0,0,247,7,3.0,Jira Cloud,None,Memory,Timely - Time tracking and planning,https://marketplace.atlassian.com/apps/1222369/timely?hosting=cloud&tab=overview
1218653,Workfront for Jira,0,0,303,8,2.5,"Jira Cloud,Jira Server",None,Workfront Inc.,Drive Work Forward,https://marketplace.atlassian.com/apps/1218653/workfront-for-jira?hosting=cloud&tab=overview
1216686,Hide Time Tracking for Jira Cloud,0,0,313,12,2.0,Jira Cloud,None,Gebsun,Hide time tracking information from external users,https://marketplace.atlassian.com/apps/1216686/hide-time-tracking-for-jira-cloud?hosting=cloud&tab=overview
1218905,SLA Alerts Pro for Jira,0,0,21,3,4.0,"Jira Server,Jira Data Center",None,Yiraphic,Configure SLA Alerts for breaching and breached SLA's and manage which breaches you want to receive notifications for,https://marketplace.atlassian.com/apps/1218905/sla-alerts-pro-for-jira?hosting=datacenter&tab=overview
1214176,Days Elapsed Plugin,0,0,31,3,2.5,Jira Server,None,Akeles Consulting,SLA tracking using Traffic Light and Number of working days elapsed,https://marketplace.atlassian.com/apps/1214176/days-elapsed-plugin?hosting=server&tab=overview
1217418,Weekly Activity Gadget,0,0,25,0,0.0,Jira Server,None,MESILAT LIMITED,Use this gadget to monitor your weekly workload,https://marketplace.atlassian.com/apps/1217418/weekly-activity-gadget?hosting=server&tab=overview
1217982,Estimate Accuracy Gadget for Jira Cloud, 1.00,USD 0.25 per user (average),13,6,4.0,Jira Cloud,None,Heckr,Stylish estimate accuracy gadget for displaying how accurate your estimates were versus actual time spent,https://marketplace.atlassian.com/apps/1217982/estimate-accuracy-gadget-for-jira-cloud?hosting=cloud&tab=overview
1221009,EasyTime Automatic Time Tracking for Jira, 10.00,USD 2.00 per user (average),56,0,0.0,"Jira Cloud,Jira Server,Jira Data Center",None,TechTime Initiative Group Limited,"Be lazy and focus on your sprint, we've got your timesheets covered. The only Real Time tracking tool that does it automatically",https://marketplace.atlassian.com/apps/1221009/easytime-automatic-time-tracking-for-jira?hosting=cloud&tab=overview
1225521,Timesheet Check for Jira, 5.00,USD 0.55 per user (average),16,0,0.0,Jira Cloud,None,Decadis AG,Make your Tempo time management comply with legal requirements & laws - from daily rest periods to maximum average working hours,https://marketplace.atlassian.com/apps/1225521/timesheet-check-for-jira?hosting=cloud&tab=overview
1223996,GitLive for Jira,0,0,158,0,0.0,Jira Cloud,None,GitLive,Extend Jira with real‑time collaborative superpowers,https://marketplace.atlassian.com/apps/1223996/gitlive-for-jira?hosting=cloud&tab=overview
1224594,USeP - User Story Effort Predictor, 10.00,USD 2.00 per user (average),19,0,0.0,Jira Cloud,None,Amrut Software Pvt Ltd,Guess work seldom works! Game ahead with USeP estimates,https://marketplace.atlassian.com/apps/1224594/usep-user-story-effort-predictor?hosting=cloud&tab=overview
1210801,QLogger,0,0,130,5,3.0,Jira Server,None,OBSS,"Add, delete and update monthly worklogs",https://marketplace.atlassian.com/apps/1210801/qlogger?hosting=server&tab=overview
1220314,Time Tracker for Jira,0,0,46,0,0.0,"Jira Server,Jira Data Center",None,Alpha Serve,Track time on projects and tasks with your team. Turn it to smart reports that keep your clients or managers in the loop,https://marketplace.atlassian.com/apps/1220314/time-tracker-for-jira?hosting=datacenter&tab=overview
1220838,SLA,0,0,93,5,4.0,Jira Server,None,Atlas team,"SLA for Jira, Timers for Jira, Time in status for Jira",https://marketplace.atlassian.com/apps/1220838/sla?hosting=server&tab=overview
1222689,JQL Sum Up, 1.00,USD 0.20 per user (average),41,0,0.0,Jira Cloud,None,Rhys Diab,Sum up estimates or any numerical field in any JQL query quickly and easily using your favorite filters. No config required,https://marketplace.atlassian.com/apps/1222689/jql-sum-up?hosting=cloud&tab=overview
1214040,Time Tracking Enforcer for Jira, 10.00,USD 4.00 per user (average),14,4,3.5,"Jira Cloud,Jira Server",None,"Calvinware, LLC",Let Us Be the Bad Guy,https://marketplace.atlassian.com/apps/1214040/time-tracking-enforcer-for-jira?hosting=cloud&tab=overview
1225562,Agilefox Standups for Jira, 5.00,USD 0.50 per user (average),15,0,0.0,Jira Cloud,None,AgileFox GmbH,"⚡ Automate your standups, 💡 get  smart insights & 📗 always have a record to go back to",https://marketplace.atlassian.com/apps/1225562/agilefox-standups-for-jira?hosting=cloud&tab=overview
1218407,Roadmap planner, 5.00,USD 2.50 per user (average),18,3,2.5,"Jira Cloud,Jira Server",None,Vertica Digital,Addon to automate roadmap planning reporting,https://marketplace.atlassian.com/apps/1218407/roadmap-planner?hosting=cloud&tab=overview
1222519,Time Reports for Remote Jira,0,0,125,3,2.5,"Jira Cloud,Jira Server,Jira Data Center",None,Rozdoum,"Generate work log reports, aggregated from multiple Jira instances",https://marketplace.atlassian.com/apps/1222519/time-reports-for-remote-jira?hosting=cloud&tab=overview
1215091,Project Insight for Jira,0,0,116,0,0.0,Jira Cloud,None,Project Insight,Instantly connect your developers' work in Jira and your project managers' plans in Project Insight,https://marketplace.atlassian.com/apps/1215091/project-insight-for-jira?hosting=cloud&tab=overview
1217529,Customer Requests Workload Report,0,0,68,7,3.5,Jira Server,None,Nemetschek Bulgaria,FAST and EASY way to inform customers for the time spent on their requests via the Jira Service Desk user portal,https://marketplace.atlassian.com/apps/1217529/customer-requests-workload-report?hosting=server&tab=overview
1222375,Domat Pomodoro for Jira,0,0,96,8,2.5,Jira Cloud,None,Kod Gemisi,Boost your productivity with Pomodoro Technique,https://marketplace.atlassian.com/apps/1222375/domat-pomodoro-for-jira?hosting=cloud&tab=overview
1222765,Visual Sprint Planning, 10.00,USD 1.10 per user (average),15,0,0.0,Jira Cloud,None,Timone,Simplify cross-project sprint planning with a holistic view of people's commitments and NO configuration required,https://marketplace.atlassian.com/apps/1222765/visual-sprint-planning?hosting=cloud&tab=overview
1211496,Worklog Sync,0,0,7,7,4.0,Jira Server,None,OBSS,Copy or Move worklogs entered by users from one issue to another linked issue,https://marketplace.atlassian.com/apps/1211496/worklog-sync?hosting=server&tab=overview
1218232,Worklog History,0,0,89,0,0.0,Jira Server,None,Lime Trees,View the time logged by users in the worklog using a convenient timetable directly on the issue,https://marketplace.atlassian.com/apps/1218232/worklog-history?hosting=server&tab=overview
1219453,Time Tracking and Logging from Dashboard,0,0,12,0,0.0,"Jira Server,Jira Data Center",None,MCasmadin,Manage your Timesheet directly from your Dashboard! Powerful timesheet visualisation and edition from user's dashboard,https://marketplace.atlassian.com/apps/1219453/time-tracking-and-logging-from-dashboard?hosting=datacenter&tab=overview
1219211,Release Board Hub, 5.00,USD 0.50 per user (average),30,0,0.0,"Jira Cloud,Jira Server",None,Greenyloop,Release management planning and Time Tracking of Team members,https://marketplace.atlassian.com/apps/1219211/release-board-hub?hosting=cloud&tab=overview
1217981,TimeChimp Time Tracking,0,0,77,5,3.0,Jira Cloud,None,TimeChimp,Track time directly from your Jira Issues,https://marketplace.atlassian.com/apps/1217981/timechimp-time-tracking?hosting=cloud&tab=overview
1219535,Worklog History PRO,0,0,12,0,0.0,Jira Server,None,Lime Trees,View the time logged by users in the JIRA worklog using convenient table,https://marketplace.atlassian.com/apps/1219535/worklog-history-pro?hosting=server&tab=overview
1222053,Productive Financial Planning for Jira,0,0,95,0,0.0,Jira Cloud,None,Productive,A simple and efficient way to integrate time tracking on projects in Jira with the rest of your agency business,https://marketplace.atlassian.com/apps/1222053/productive-financial-planning-for-jira?hosting=cloud&tab=overview
1221345,A4J - Absence for Jira,0,0,11,0,0.0,Jira Server,None,ease solutions Pte Ltd,User Absence Management,https://marketplace.atlassian.com/apps/1221345/a4j-absence-for-jira?hosting=server&tab=overview
1222517,Time in Status Lite, 2.50,USD 0.55 per user (average),28,0,0.0,Jira Cloud,None,SaaSJet,Track time of how long issues stayed in the specific status,https://marketplace.atlassian.com/apps/1222517/time-in-status-lite?hosting=cloud&tab=overview
1223358,Time And History, 3.50,USD 0.35 per user (average),9,0,0.0,"Jira Cloud,Jira Server",None,SolaceIn,"Allows to monitor the time between changes in the fields of the issue: Status, Assignee, Priority, e.t., and also custom fields",https://marketplace.atlassian.com/apps/1223358/time-and-history?hosting=cloud&tab=overview
1217290,WorkLog Blocker,0,0,9,0,0.0,Jira Server,None,"uniCORE, s.r.o.","Restrict your work logs. Prevent log work in the past, non-estimated tasks or without work description",https://marketplace.atlassian.com/apps/1217290/worklog-blocker?hosting=server&tab=overview
1220160,Issue analyzer for Jira, 5.00,USD 0.50 per user (average),27,0,0.0,Jira Cloud,None,55 Degrees AB,"Understanding how issues move through workflows, their time in status, where they get stuck, and how long they sit idle",https://marketplace.atlassian.com/apps/1220160/issue-analyzer-for-jira?hosting=cloud&tab=overview
1217046,Spectrum Timesheets,0,0,11,0,0.0,Jira Server,None,SPECTRUM GROUPE,Easy and functional time tracking tool using Jira native worklog features,https://marketplace.atlassian.com/apps/1217046/spectrum-timesheets?hosting=server&tab=overview
1223653,Onit - Standups for Jira and Slack, 7.50,USD 0.75 per user (average),10,0,0.0,Jira Cloud,None,Onit,Daily stand-ups based on Jira issues and integrated with Slack - ideal for remote teams with advanced reporting,https://marketplace.atlassian.com/apps/1223653/onit-standups-for-jira-and-slack?hosting=cloud&tab=overview
1224723,Absence Tracker, 1.00,USD 0.25 per user (average),8,0,0.0,Jira Cloud,None,Transition Technologies PSC,Absence Tracker let you know when users assigned to issue have ongoing or upcoming absences,https://marketplace.atlassian.com/apps/1224723/absence-tracker?hosting=cloud&tab=overview
1212948,Agile Clock for Jira,0,0,52,9,3.0,Jira Server,None,CHROBRUS,Jira Agile Clock - Simple time measurement for agile meetings,https://marketplace.atlassian.com/apps/1212948/agile-clock-for-jira?hosting=server&tab=overview
1224181,Cost Monitoring for Jira,0,0,83,4,1.5,Jira Cloud,None,TouchDown,Simple cost monitoring of your JIRA projects,https://marketplace.atlassian.com/apps/1224181/cost-monitoring-for-jira?hosting=cloud&tab=overview
1210938,Fastbucks: Automated Invoicing for Jira,0,0,10,0,0.0,Jira Server,None,Izymes Pty Ltd,Painless and automated billing to online accounting systems from Jira Projects,https://marketplace.atlassian.com/apps/1210938/fastbucks-automated-invoicing-for-jira?hosting=server&tab=overview
1215475,Alkaes - Minyaa Time,0,0,23,0,0.0,Jira Server,None,Alkaes Consulting,Extends Jira with Time tracking feature and powerful reports,https://marketplace.atlassian.com/apps/1215475/alkaes-minyaa-time?hosting=server&tab=overview
1219694,SIL Tempo Connector,0,0,59,0,0.0,"Jira Server,Jira Data Center",None,Anova Apps (an Appfire company),"Create scripts to integrate and sync data between Jira and Tempo for better collaboration, team organization and work automation",https://marketplace.atlassian.com/apps/1219694/sil-tempo-connector?hosting=datacenter&tab=overview
1222748,Time To Invoice - Worklog reports,0,0,58,0,0.0,Jira Cloud,None,Get-Up,The easiest way to receive a workload report of your team members,https://marketplace.atlassian.com/apps/1222748/time-to-invoice-worklog-reports?hosting=cloud&tab=overview
1221698,Manday.io Time tracking - Budget monitoring & Reporting,0,0,40,3,4.0,Jira Cloud,None,Sense4code s.r.o.,Easy project budget monitoring Quick & effective across various systems,https://marketplace.atlassian.com/apps/1221698/manday-io-time-tracking-budget-monitoring-reporting?hosting=cloud&tab=overview
1210817,Timesheet and Gantt Chart for Jira,0,0,10,3,2.5,Jira Server,None,i4ware Software,Work hour reports Editable Grid for work hours and Gantt Chart,https://marketplace.atlassian.com/apps/1210817/timesheet-and-gantt-chart-for-jira?hosting=server&tab=overview
1219563,MOCO Time Tracking for Jira,0,0,8,0,0.0,Jira Server,None,Scolution GmbH & Co. KG,"Record, track and organize your working hours in Jira and transfer them automatically to MOCO",https://marketplace.atlassian.com/apps/1219563/moco-time-tracking-for-jira?hosting=server&tab=overview
1219157,CoffeeCup App,0,0,53,4,2.5,"Jira Cloud,Jira Server",None,CoffeeCup GmbH,"We supercharge your Jira with budget controlling, billing and team planning",https://marketplace.atlassian.com/apps/1219157/coffeecup-app?hosting=cloud&tab=overview
773842,FreshBooks Connector for Jira,0,0,4,10,3.5,Jira Server,None,Rozdoum,Connect your Jira with FreshBooks and prevent double time reporting for the same issues,https://marketplace.atlassian.com/apps/773842/freshbooks-connector-for-jira?hosting=server&tab=overview
1219274,User KPI for Jira,0,0,18,0,0.0,Jira Server,None,ADWEB Software,"Measure individual, team or project performance. Improve KPI's by continuous feedback and reviews",https://marketplace.atlassian.com/apps/1219274/user-kpi-for-jira?hosting=server&tab=overview
1218307,Progress Highlighting for Jira,0,0,7,0,0.0,Jira Server,None,ADWEB Software,The ultimate user progress gadget based on estimations,https://marketplace.atlassian.com/apps/1218307/progress-highlighting-for-jira?hosting=server&tab=overview
1224541,Shifto : Shift Roster, 5.00,USD 0.50 per user (average),17,0,0.0,Jira Cloud,None,Ravenshift,Manage global/remote team availability with a Jira integrated Shift Roster. Compatible with users in different timezones,https://marketplace.atlassian.com/apps/1224541/shifto-shift-roster?hosting=cloud&tab=overview
1214569,Blue Ant plugin for work-time,0,0,28,4,4.0,Jira Server,None,proventis GmbH,"Plugin to create/update Blue Ant activities or ToDos from Jira, work-time recording, % complete and remaining hours in Blue Ant",https://marketplace.atlassian.com/apps/1214569/blue-ant-plugin-for-work-time?hosting=server&tab=overview
1220714,Quidlo Timesheets for Jira,0,0,35,0,0.0,Jira Cloud,None,Quidlo,Track time in Quidlo Timesheets straight from your issues in Jira. Sync your records across all your devices,https://marketplace.atlassian.com/apps/1220714/quidlo-timesheets-for-jira?hosting=cloud&tab=overview
1219800,Pulse.Timesheet Plus with Time Tracking, 4.00,USD 1.00 per user (average),17,0,0.0,Jira Cloud,None,PulseKit,Time Tracking & Timesheet Reporting tool with issue timer and dashboard gadget for your worklogs,https://marketplace.atlassian.com/apps/1219800/pulse-timesheet-plus-with-time-tracking?hosting=cloud&tab=overview
1220580,WorkDay Control for Jira,0,0,23,7,4.0,Jira Server,None,excentia,"This component allows to record the working day start and end time, mandatory on some countries like Spain",https://marketplace.atlassian.com/apps/1220580/workday-control-for-jira?hosting=server&tab=overview
1223438,BambooHR Integration for Jira,0,0,6,0,0.0,"Jira Server,Jira Data Center",None,New Verve Consulting,See absence management in context,https://marketplace.atlassian.com/apps/1223438/bamboohr-integration-for-jira?hosting=datacenter&tab=overview
1212984,Dovico Time Tracking for Jira,0,0,47,4,2.0,Jira Cloud,None,Dovico Software Inc.,Work more efficiently by entering time within Jira for Dovico Timesheet,https://marketplace.atlassian.com/apps/1212984/dovico-time-tracking-for-jira?hosting=cloud&tab=overview
1221637,RDTI Tracka,0,0,29,0,0.0,Jira Cloud,None,Global RnD Tracka Pty Ltd,Tracka makes it easy for your Dev team to track and record their R&D Tax Incentive Activities,https://marketplace.atlassian.com/apps/1221637/rdti-tracka?hosting=cloud&tab=overview
1222817,Quantum::Estimation - Estimates for JIRA,0,0,4,3,4.0,"Jira Server,Jira Data Center",None,Datarocks,Get richer insights into estimations. Follow scientific best practices to improve accuracy. Easy estimation for distributed teams,https://marketplace.atlassian.com/apps/1222817/quantum-estimation-estimates-for-jira?hosting=datacenter&tab=overview
1220422,JC360 for Jira,0,0,48,0,0.0,Jira Cloud,None,JobCTRL Inc.,"Track and analyze time spent with Jira issues. Automatic task switching, real-time monitoring and powerful productivity reports",https://marketplace.atlassian.com/apps/1220422/jc360-for-jira?hosting=cloud&tab=overview
